Ybrest,YLeHavre,ThetaS,PhiS,RS,ThetaL,PhiL,RL,cos(ThetaS),sin(ThetaS),cos(ThetaL),sin(ThetaL),delta,VRS,VRL 
62,67,195.256812,0.000057,0.999041944,84.260956,-0.5156279,0.002553161,-0.964756045,-0.263145918,0.099997804,0.994987658,-0.358300426,-0.4856979,-0.0483345 
50,56,196.2443497,0.0000984,0.998761753,97.6383689,0.6644391,0.002524836,-0.960077445,-0.279734336,-0.132920142,0.991126751,-0.149638554,-0.4846382,-0.0494584 
40,44,197.2325381,0.0001387,0.998482066,111.3196257,1.8336309,0.002496478,-0.955110276,-0.296250502,-0.363570344,0.931566747,0.071272655,-0.4839635,-0.0482957 
39,39,198.2213798,0.0001757,0.998202645,125.3293769,2.9209192,0.002469666,-0.949855438,-0.312689377,-0.578276001,0.815841202,0.294173728,-0.4837212,-0.0439658 
45,45,199.210873,0.0002075,0.997923235,139.6677285,3.8505824,0.002446439,-0.944313944,-0.329045855,-0.762303908,0.647219245,0.506889401,-0.4839277,-0.0358042 
61,61,200.2010103,0.0002322,0.99764358,154.297959,4.5486174,0.00242909,-0.938486934,-0.345314747,-0.901061573,0.433691183,0.695874552,-0.4845572,-0.0236276 
79,79,201.1917791,0.0002485,0.997363457,169.1391871,4.9526523,0.002419828,-0.932375678,-0.361490795,-0.982087814,0.188423794,0.847561324,-0.4855321,-0.0079492 
95,95,202.1831616,0.0002556,0.997082702,184.0690332,5.0235659,0.002420341,-0.925981587,-0.377568671,-0.99747928,-0.070958344,0.950439094,-0.4867227,0.009958 
106,106,203.1751363,0.0002532,0.996801237,198.9387715,4.7547721,0.0024314,-0.919306205,-0.393543011,-0.94586595,-0.324557551,0.997267793,-0.4879598,0.0282218 
111,111,204.16768,0.000242,0.996519088,213.5979991,4.1747175,0.002452602,-0.912351205,-0.40940845,-0.832940566,-0.553362461,0.986485597,-0.4890585,0.0447381 
110,110,205.1607697,0.0002231,0.996236387,227.9207113,3.340802,0.002482374,-0.905118371,-0.425159659,-0.670158365,-0.742218139,0.922133858,-0.4898465,0.05762 
102,105,206.1543845,0.0001983,0.995953354,241.8239664,2.3271768,0.002518205,-0.897609586,-0.440791369,-0.472182081,-0.881501039,0.812393212,-0.4901859,0.0655623 
89,96,207.1485069,0.0001694,0.995670279,255.2746184,1.2114733,0.002557047,-0.889826819,-0.456298403,-0.254186412,-0.967155245,0.66749328,-0.4899844,0.0680098 
74,82,208.1431233,0.0001383,0.995387489,268.2852937,0.064842,0.002595739,-0.881772112,-0.471675675,-0.029922803,-0.999552213,0.497849558,-0.4891927,0.0651259 
58,66,209.1382237,0.0001071,0.995105331,280.9040807,-1.0530033,0.00263139,-0.87344758,-0.486918191,0.189165379,-0.981945243,0.312900959,-0.4877956,0.0576307 
42,50,210.1338017,0.0000775,0.994824153,293.2024679,-2.0944485,0.002661632,-0.864855403,-0.502021047,0.393981499,-0.91911837,0.120679738,-0.4857998,0.0465969 
32,36,211.1298535,0.0000511,0.994544297,305.2643865,-3.0221129,0.002684776,-0.855997833,-0.51697941,0.577350224,-0.816496613,-0.072098603,-0.4832246,0.0332616 
30,30,212.1263776,0.0000293,0.994266089,317.1774438,-3.8061249,0.002699855,-0.846877188,-0.531788518,0.733462325,-0.679730106,-0.259679846,-0.4800942,0.0188796 
34,34,213.1233746,0.0000132,0.993989843,329.0263243,-4.4216803,0.002706609,-0.837495857,-0.546443674,0.857403842,-0.514644199,-0.436848099,-0.476435,0.0046163 
45,45,214.1208468,0.0000036,0.993715857,340.8879144,-4.8475006,0.002705405,-0.827856294,-0.560940243,0.94487987,-0.327417213,-0.598563256,-0.4722747,-0.0085288 
56,56,215.1187981,0.0000014,0.993444411,352.8277386,-5.065452,0.002697124,-0.817961021,-0.575273647,0.992175263,-0.124852907,-0.739736104,-0.4676444,-0.0197787 
66,66,216.1172343,0.0000068,0.993175766,4.8975285,-5.0613506,0.002683022,-0.80781262,-0.58943937,0.99634898,0.085373945,-0.855186044,-0.4625811,-0.0286209 
76,76,217.1161629,0.0000198,0.992910159,17.134016,-4.8267843,0.00266457,-0.797413735,-0.603432959,0.955618277,0.294607719,-0.939799147,-0.4571315,-0.0348334 
82,82,218.1155927,0.0000404,0.992647798,29.5592017,-4.3615739,0.002643279,-0.78676707,-0.617250012,0.869846428,0.493322605,-0.988869909,-0.4513555,-0.0384869 
88,88,219.1155344,0.0000678,0.992388849,42.1823001,-3.6762993,0.002620544,-0.775875386,-0.630886191,0.74101207,0.671491707,-0.998567871,-0.4453276,-0.039912 
89,89,220.1159996,0.0001011,0.992133433,55.0032739,-2.7942108,0.002597507,-0.764741502,-0.644337206,0.573529629,0.819184817,-0.966433166,-0.4391373,-0.0396259 
88,89,221.1170006,0.0001389,0.991881614,68.0174005,-1.7519277,0.002574988,-0.753368305,-0.657598812,0.374324994,0.927297578,-0.891794372,-0.4328862,-0.0382205 
83,86,222.1185495,0.0001795,0.991633398,81.2198652,-0.5986361,0.002553473,-0.741758752,-0.670666798,0.152643195,0.988281364,-0.776031924,-0.4266835,-0.0362262 
75,80,223.1206573,0.0002212,0.991388723,94.6091344,0.6060999,0.002533192,-0.729915883,-0.68353698,-0.080357835,0.99676608,-0.622672016,-0.4206389,-0.0339828 
65,70,224.1233334,0.0002617,0.991147469,108.1879755,1.7954877,0.002514258,-0.717842831,-0.696205192,-0.312135544,0.950037579,-0.437356833,-0.414856,-0.031547 
54,59,225.126584,0.0002991,0.990909457,121.9614305,2.8991707,0.002496839,-0.70554284,-0.708667271,-0.529348268,0.848404627,-0.227758711,-0.4094245,-0.0286689 
46,50,226.1304119,0.0003313,0.990674463,135.9317314,3.8472371,0.002481326,-0.693019271,-0.720919059,-0.718511596,0.695514979,-0.003467622,-0.4044135,-0.0248508 
46,45,227.1348155,0.0003566,0.990442231,150.0909866,4.5747754,0.002468434,-0.680275617,-0.7329564,-0.866818319,0.498624108,0.224205636,-0.3998643,-0.0194884 
51,51,228.1397881,0.0003735,0.99021249,164.4133893,5.0273218,0.002459214,-0.66731552,-0.744775132,-0.963225384,0.268694734,0.442658091,-0.3957832,-0.0120721 
63,63,229.1453179,0.0003813,0.989984979,178.8494898,5.1671735,0.002454928,-0.654142769,-0.756371098,-0.9997984,0.020078842,0.638823838,-0.3921358,-0.0024029 
77,77,230.1513882,0.0003795,0.989759467,193.3252658,4.9796285,0.002456822,-0.640761308,-0.767740155,-0.973077333,-0.230478859,0.80045818,-0.3888446,0.0092379 
89,89,231.1579776,0.0003685,0.98953578,207.747749,4.4772198,0.002465823,-0.627175232,-0.778878186,-0.88500593,-0.465579751,0.917683711,-0.3857927,0.0220318 
98,98,232.1650617,0.0003494,0.989313821,222.0167494,3.6997729,0.002482251,-0.613388767,-0.789781122,-0.742949185,-0.669347823,0.984354959,-0.382835,0.0347184 
101,101,233.1726143,0.0003236,0.98909358,236.039687,2.7092479,0.002505621,-0.599406256,-0.800444964,-0.558618521,-0.829424709,0.998748268,-0.3798162,0.0458279 
100,100,234.1806092,0.0002929,0.988875136,249.7452152,1.5804477,0.002534614,-0.585232132,-0.810865803,-0.346195405,-0.938162428,0.963328506,-0.3765896,0.0539775 
94,96,235.1890215,0.0002593,0.988658646,263.0920813,0.3904486,0.0025672,-0.570870898,-0.821039839,-0.120274044,-0.992740729,0.88374064,-0.3730331,0.0581333 
84,89,236.1978288,0.0002251,0.988444328,276.071895,-0.790155,0.002600893,-0.556327105,-0.830963388,0.105776311,-0.99438995,0.767455413,-0.3690569,0.0577669 
72,78,237.2070117,0.000192,0.988232442,288.7066923,-1.9023579,0.002633058,-0.54160534,-0.84063289,0.320723625,-0.947172823,0.622518999,-0.3646037,0.0528859 
59,66,238.2165537,0.0001619,0.988023273,301.0433149,-2.900086,0.002661207,-0.526710225,-0.850044904,0.515685936,-0.856777693,0.456682457,-0.3596431,0.0439688 
47,53,239.226441,0.0001362,0.987817119,313.1466005,-3.7488395,0.002683233,-0.511646415,-0.859196104,0.683867412,-0.729606307,0.276976586,-0.3541637,0.0318492 
37,42,240.2366626,0.0001162,0.98761428,325.0927214,-4.4230429,0.002697587,-0.496418591,-0.868083281,0.820079186,-0.572250057,0.089658153,-0.3481658,0.0175916 
33,34,241.2472093,0.0001029,0.987415053,336.9632631,-4.9032873,0.002703371,-0.481031471,-0.876703327,0.920254135,-0.391321257,-0.099598552,-0.3416551,0.0023777 
34,33,242.2580743,0.0000969,0.987219732,348.8401027,-5.1742484,0.002700381,-0.4654898,-0.885053245,0.981090864,-0.193547709,-0.285387762,-0.3346398,-0.0125881 
39,39,243.2692525,0.0000988,0.987028607,0.8008889,-5.2237161,0.002689098,-0.449798357,-0.893130135,0.999902307,0.013977693,-0.462238314,-0.3271299,-0.0261615 
48,48,244.2807406,0.0001085,0.986841958,12.9149025,-5.0429422,0.002670623,-0.433961948,-0.9009312,0.974703094,0.223503642,-0.624345458,-0.3191393,-0.0373371 
58,58,245.2925378,0.0001261,0.986660059,25.2392206,-4.6283294,0.002646581,-0.417985394,-0.908453747,0.904535382,0.426398572,-0.765445959,-0.3106891,-0.0453287 
68,68,246.3046453,0.0001509,0.986483164,37.8153562,-3.9842687,0.00261897,-0.401873537,-0.915695179,0.789990715,0.613118806,-0.878906298,-0.3018139,-0.0496494 
77,77,247.3170669,0.0001821,0.986311506,50.6667957,-3.1266114,0.002589961,-0.385631225,-0.922653,0.633829225,0.77347302,-0.958071543,-0.2925668,-0.0501818 
84,84,248.3298087,0.0002184,0.986145278,63.7980068,-2.0858779,0.002561679,-0.369263317,-0.92932481,0.441537066,0.89724301,-0.996873632,-0.2830247,-0.0472139 
88,88,249.342879,0.0002581,0.985984623,77.1953993,-0.909019,0.00253597,-0.352774678,-0.935708302,0.221626799,0.975131561,-0.99062302,-0.2732897,-0.0414156 
89,89,250.3562874,0.0002993,0.985829616,90.8303494,0.3413838,0.002514204,-0.336170195,-0.941801253,-0.014491824,0.999894988,-0.936830633,-0.2634855,-0.0337363 
87,88,251.370044,0.0003398,0.985680258,104.6638274,1.590998,0.002497161,-0.319454788,-0.947601519,-0.253147228,0.967427765,-0.835866926,-0.2537489,-0.0252298 
81,84,252.384158,0.0003774,0.985536472,118.6516325,2.7602379,0.002485037,-0.302633432,-0.953107028,-0.479482864,0.877551242,-0.691292712,-0.2442174,-0.0168433 
73,77,253.3986364,0.0004099,0.9853981,132.749012,3.7720256,0.002477555,-0.285711175,-0.958315775,-0.678788083,0.734334214,-0.509786721,-0.2350151,-0.009231 
65,69,254.4134831,0.0004356,0.985264924,146.9136436,4.5591682,0.002474175,-0.268693157,-0.963225824,-0.837848734,0.545902463,-0.300703128,-0.2262412,-0.0026476 
58,61,255.4286975,0.0004529,0.985136674,161.1065274,5.0701357,0.002474324,-0.251584634,-0.967835302,-0.946122255,0.323809634,-0.075364573,-0.2179619,0.0030435 
55,56,256.4442742,0.000461,0.985013056,175.2910289,5.2728218,0.002477598,-0.234390979,-0.972142412,-0.996624545,0.082094556,0.153792203,-0.2102063,0.008257 
57,56,257.460203,0.0004594,0.984893766,189.4309062,5.1564784,0.002483867,-0.217117686,-0.976145435,-0.986483918,-0.16385811,0.374132452,-0.2029662,0.0135004 
62,62,258.4764686,0.0004485,0.984778519,203.4884395,4.732139,0.002493274,-0.199770373,-0.979842741,-0.917140511,-0.398564027,0.573747571,-0.1961973,0.0191714 
70,70,259.4930515,0.0004291,0.984667063,217.4237118,4.0315807,0.002506118,-0.182354768,-0.9832328,-0.794163191,-0.607704555,0.742334496,-0.1898233,0.0253907 
78,78,260.5099283,0.0004024,0.984559199,231.1956689,3.1045932,0.002522662,-0.164876698,-0.986314186,-0.626662721,-0.779290596,0.871947451,-0.1837421,0.0319142 
84,84,261.5270733,0.0003702,0.98445479,244.7649768,2.0143742,0.002542926,-0.147342067,-0.989085596,-0.426332306,-0.904566617,0.957510494,-0.1778347,0.0381482 
87,87,262.5444591,0.0003345,0.984353773,258.0980996,0.8313513,0.00256651,-0.129756834,-0.991545846,-0.206236641,-0.978502145,0.996990351,-0.1719764,0.043261 
88,88,263.5620578,0.0002972,0.984256154,271.1716561,-0.3736285,0.002592507,-0.112126997,-0.993693885,0.020447831,-0.999790921,0.99119337,-0.1660479,0.0463567 
86,86,264.5798426,0.0002604,0.984162005,283.976097,-1.5354148,0.002619518,-0.094458559,-0.995528794,0.241517081,-0.970396568,0.94324437,-0.1599445,0.0466585 
80,82,265.5977879,0.000226,0.984071453,296.518023,-2.5988159,0.002645766,-0.076757523,-0.997049789,0.446479302,-0.894793961,0.857883485,-0.1535821,0.0436555 
74,77,266.6158704,0.0001957,0.983984665,308.8208871,-3.5204708,0.002669277,-0.059029868,-0.998256217,0.626887876,-0.779109486,0.740745779,-0.1468982,0.037186 
65,70,267.6340688,0.0001707,0.983901841,320.9242069,-4.2685333,0.002688092,-0.041281555,-0.999147553,0.776312792,-0.630347879,0.597763142,-0.1398499,0.0274556 
57,61,268.6523643,0.0001522,0.983823201,332.8816338,-4.8208825,0.002700468,-0.023518511,-0.999723402,0.890066734,-0.455830242,0.434771116,-0.1324091,0.0150072 
48,52,269.6707399,0.0001409,0.983748975,344.758266,-5.1627393,0.002705062,-0.005746641,-0.999983488,0.964825261,-0.262892023,0.257343177,-0.1245575,0.0006629 
41,44,270.689181,0.0001375,0.983679406,356.6274857,-5.2844677,0.002701067,0.012028188,-0.999927659,0.998268163,-0.058827495,0.070830596,-0.1162822,-0.0145448 
37,39,271.7076747,0.000142,0.983614742,8.5674244,-5.1801423,0.002688318,0.029800134,-0.999555877,0.98884124,0.14897316,-0.119439397,-0.1075725,-0.0294449 
37,37,272.7262101,0.0001543,0.983555235,20.6569886,-4.8472648,0.002667348,0.04756339,-0.998868221,0.935709117,0.352772515,-0.307867757,-0.0984192,-0.0428055 
40,40,273.7447786,0.0001742,0.983501144,32.9712691,-4.2878619,0.002639398,0.065312193,-0.997864879,0.838943571,0.544218416,-0.488263199,-0.0888165,-0.0534229 
48,48,274.7633742,0.0002008,0.98345273,45.5761659,-3.5110168,0.002606369,0.083040827,-0.996546146,0.699960489,0.714181569,-0.653589592,-0.0787661,-0.0602323 
58,58,275.7819934,0.0002331,0.983410245,58.5222427,-2.5365896,0.002570707,0.100743627,-0.994912419,0.522167523,0.852842938,-0.795898981,-0.0682848,-0.0624441 
68,68,276.8006364,0.0002696,0.983373929,71.8382139,-1.3993722,0.002535195,0.118414997,-0.992964193,0.311701257,0.950180155,-0.906584767,-0.0574138,-0.0596942 
78,78,277.8193065,0.0003083,0.983343988,85.5250391,-0.1522579,0.002502673,0.136049409,-0.990702053,0.078023421,0.996951526,-0.977066884,-0.0462267,-0.0521766 
86,86,278.8380106,0.0003472,0.983320573,99.5521869,1.1334975,0.00247569,0.153641403,-0.988126672,-0.165945879,0.986134862,-0.999922316,-0.034835,-0.0407021 
91,91,279.8567578,0.0003839,0.983303761,113.8578898,2.3726244,0.002456161,0.171185571,-0.985238804,-0.404469536,0.914551472,-0.970290946,-0.0233843,-0.026627 
93,93,280.8755584,0.0004162,0.983293541,128.3547105,3.475097,0.002445112,0.188676536,-0.982039289,-0.620528115,0.784184199,-0.887178788,-0.0120411,-0.0116278 
91,92,281.8944223,0.0004419,0.9832898,142.9402968,4.3583784,0.002442586,0.206108927,-0.978529054,-0.798007975,0.602646888,-0.754184057,-0.0009725,0.0026331 
86,89,282.913357,0.0004594,0.983292336,157.5112228,4.9590083,0.002447754,0.22347735,-0.974709123,-0.923954473,0.38250246,-0.579311534,0.0096759,0.0148438 
79,83,283.932366,0.0004676,0.983300875,171.9763716,5.2400103,0.002459189,0.240776355,-0.970580624,-0.99021059,0.139581469,-0.373894366,0.0197972,0.0242666 
70,75,284.951448,0.0004661,0.983315091,186.2663581,5.1926101,0.002475219,0.258000434,-0.966144801,-0.994025216,-0.109150676,-0.151003579,0.0293309,0.0307843 
62,66,285.9705969,0.0004551,0.983334638,200.3371017,4.8331959,0.002494258,0.275144018,-0.961403021,-0.937664081,-0.347542906,0.076136136,0.038261,0.0347824 
58,59,286.9898012,0.0004354,0.983359174,214.1678431,4.1977966,0.002515037,0.292201475,-0.956356784,-0.82739591,-0.561619096,0.295341926,0.0466098,0.0369337 
56,56,288.0090453,0.0004081,0.983388375,227.7554991,3.3361948,0.002536701,0.309167134,-0.95100772,-0.67229576,-0.740282656,0.496162767,0.0544291,0.0379617 
58,58,289.0283097,0.000375,0.983421957,241.1077422,2.3068026,0.002558778,0.326035293,-0.945357598,-0.48316408,-0.875529823,0.670160228,0.0617923,0.0384415 
63,63,290.0475721,0.0003379,0.98345968,254.2368021,1.1724564,0.002581055,0.342800243,-0.939408321,-0.271662141,-0.962392685,0.810953849,0.0687868,0.0386742 
69,69,291.0668078,0.0002988,0.983501359,267.1552127,-0.0031906,0.002603399,0.359456275,-0.933161929,-0.049630507,-0.998767647,0.914171947,0.0755086,0.0386439 
75,75,292.0859911,0.0002595,0.983546866,279.8739635,-1.1589877,0.002625585,0.375997714,-0.926620591,0.171481427,-0.985187353,0.977371511,0.0820561,0.0380538 
79,79,293.1050957,0.000222,0.983596127,292.4029095,-2.2393333,0.002647154,0.392418921,-0.9197866,0.381117325,-0.924526682,0.999924903,0.0885246,0.0364216 
81,81,294.1240955,0.000188,0.983649122,304.7528778,-3.1966784,0.00266735,0.408714313,-0.912662375,0.570038031,-0.821618308,0.982842818,0.0950022,0.0332079 
81,81,295.1429651,0.0001588,0.98370588,316.9386888,-3.9931161,0.002685118,0.424878374,-0.905250445,0.730623489,-0.682780578,0.928513542,0.1015657,0.0279465 
78,80,296.1616805,0.0001358,0.98376647,328.9822829,-4.6008224,0.002699181,0.440905666,-0.897553449,0.857007999,-0.515303105,0.840371762,0.1082795,0.0203535 
74,76,297.1802192,0.0001197,0.983830993,340.9152841,-5.0013949,0.002708173,0.456790838,-0.889574129,0.945036166,-0.326965815,0.722544192,0.1151959,0.0104006 
68,71,298.1985605,0.0001111,0.983899579,352.780578,-5.1844162,0.00271079,0.472528623,-0.881315324,0.992072159,-0.125669531,0.579536975,0.1223568,-0.0016502 
60,64,299.2166851,0.0001102,0.98397238,4.6327245,-5.1457398,0.002705968,0.488113842,-0.872779971,0.99673291,0.080768222,0.416026244,0.1297972,-0.015243 
52,56,300.234576,0.0001171,0.984049567,16.5371799,-4.886032,0.002693042,0.503541415,-0.86397109,0.958635232,0.284637474,0.236793992,0.1375477,-0.0295497 
44,48,301.2522175,0.0001315,0.984131327,28.5683247,-4.4100469,0.002671897,0.518806345,-0.854891792,0.87824748,0.478206402,0.046825637,0.1456374,-0.0435097 
39,41,302.2695964,0.0001526,0.984217863,40.8061823,-3.7270105,0.002643083,0.533903742,-0.845545264,0.756924546,0.653502281,-0.148440912,0.1540949,-0.0558897 
37,37,303.2867014,0.0001795,0.984309397,53.3315461,-2.8523515,0.002607891,0.548828809,-0.835934769,0.597183612,0.802104565,-0.342755524,0.1629465,-0.0653714 
39,39,304.3035243,0.000211,0.984406162,66.2191052,-1.8107874,0.002568371,0.563576862,-0.82606363,0.403240182,0.915094179,-0.528669183,0.1722116,-0.0706796 
48,48,305.3200601,0.0002455,0.984508399,79.5282536,-0.6403327,0.002527251,0.578143331,-0.815935224,0.181750642,0.983344652,-0.697267616,0.181894,-0.0707628 
60,60,306.3363077,0.0002809,0.984616343,93.2918297,0.6039377,0.002487753,0.592523768,-0.805552968,-0.057421664,0.998350015,-0.838247519,0.1919696,-0.0650196 
74,74,307.3522707,0.0003152,0.984730206,107.5042544,1.8484441,0.002453255,0.606713855,-0.794920309,-0.300776615,0.95369462,-0.940596562,0.2023737,-0.0535324 
86,86,308.3679568,0.000346,0.984850146,122.1123154,3.0045318,0.00242685,0.620709395,-0.784040717,-0.531580651,0.847007681,-0.994045614,0.2129921,-0.0372231 
97,97,309.3833774,0.000371,0.984976242,137.0132781,3.9784002,0.002410856,0.634506302,-0.772917688,-0.731511733,0.681828853,-0.991146385,0.2236634,-0.0178235 
103,102,310.3985461,0.0003883,0.985108472,152.0644158,4.6862769,0.002406421,0.648100577,-0.761554754,-0.883474846,0.468478597,-0.92935266,0.2341959,0.0024032 
105,104,311.4134759,0.0003966,0.985246697,167.1042046,5.0700006,0.002413342,0.661488272,-0.749955509,-0.974777575,0.223178583,-0.812177942,0.2443965,0.0211381 
101,104,312.4281779,0.0003952,0.985390678,181.9796465,5.1068054,0.002430184,0.674665476,-0.738123631,-0.999403162,-0.034544475,-0.648764716,0.2541013,0.0365118 
92,97,313.4426586,0.0003842,0.985540091,196.570493,4.8097514,0.002454652,0.687628279,-0.72606291,-0.958469575,-0.285194799,-0.452001419,0.2631968,0.0474419 
79,86,314.4569194,0.0003642,0.985694567,210.802739,4.2201004,0.002484076,0.700372774,-0.71377726,-0.858935418,-0.512083926,-0.23606112,0.2716265,0.053706 
65,72,315.4709566,0.0003366,0.985853716,224.6493596,3.39621,0.002515873,0.712895065,-0.701270723,-0.711420886,-0.702766194,-0.014339081,0.2793835,0.055785 
52,58,316.4847616,0.0003029,0.986017158,238.1215356,2.4034015,0.002547875,0.72519127,-0.688547472,-0.528119197,-0.84917025,0.201706598,0.2864984,0.0545865 
46,48,317.4983215,0.0002651,0.986184536,251.2556477,1.3070315,0.002578492,0.737257545,-0.675611806,-0.321346124,-0.946961809,0.402863724,0.2930254,0.0511601 
45,45,318.5116206,0.000225,0.98635553,264.1004333,0.1687942,0.002606722,0.749090096,-0.662468133,-0.102785014,-0.994703594,0.581964197,0.2990321,0.0464674 
50,50,319.5246406,0.0001846,0.986529861,276.7067565,-0.9548253,0.00263206,0.760685197,-0.649120968,0.116787854,-0.993156884,0.73351775,0.3045932,0.041234 
