Ybrest,YLeHavre,ThetaS,PhiS,RS,ThetaL,PhiL,RL,cos(ThetaS),sin(ThetaS),cos(ThetaL),sin(ThetaL),delta,VRS,VRL 
73,74,101.1229217,-0.0003166,1.016726664,145.3798807,5.1441303,0.002566366,-0.192914526,0.981215565,-0.822936921,0.568132753,0.716217186,0.0072887,-0.0400989 
71,72,102.0764948,-0.0003191,1.01672801,158.744208,5.0709458,0.002543268,-0.209217416,0.977869149,-0.931971226,0.362532253,0.549493717,-0.0025646,-0.0397912 
66,69,103.0299917,-0.0003299,1.016723783,172.321087,4.7150576,0.002520529,-0.225461061,0.97425218,-0.991032445,0.133621457,0.353620223,-0.0119964,-0.0388015 
62,64,103.9834115,-0.0003485,1.016714251,186.1057951,4.0836716,0.002498665,-0.241640962,0.970365728,-0.994327191,-0.106364642,0.137057576,-0.0209212,-0.0366637 
58,60,104.936757,-0.0003739,1.016699727,200.0926204,3.2017716,0.002478515,-0.2577527,0.966210922,-0.939138507,-0.343538738,-0.089865395,-0.0292733,-0.0327556 
58,58,105.890035,-0.0004049,1.016680555,214.2705405,2.1131475,0.002461285,-0.273791947,0.961788943,-0.826387931,-0.563101223,-0.31532617,-0.0370155,-0.0264677 
58,58,106.8432571,-0.0004394,1.016657089,228.6170329,0.8802521,0.002448475,-0.28975447,0.957101012,-0.661088843,-0.750307631,-0.526566746,-0.0441484,-0.0174174 
63,63,107.7964402,-0.0004754,1.016629668,243.0916846,-0.4181922,0.00244169,-0.305636148,0.952148384,-0.452564132,-0.891731858,-0.710741089,-0.0507176,-0.0056568 
70,70,108.749606,-0.0005105,1.016598596,257.6320363,-1.6929633,0.002442347,-0.321432954,0.94693234,-0.214189198,-0.976792193,-0.85610865,-0.0568165,0.0081974 
78,78,109.7027803,-0.0005424,1.016564104,272.1542463,-2.8537126,0.002451339,-0.337140943,0.941454186,0.037589833,-0.999293252,-0.953461887,-0.0625804,0.022976 
85,85,110.6559917,-0.0005691,1.016526343,286.5601188,-3.8204184,0.002468768,-0.352756235,0.935715255,0.28502125,-0.958521198,-0.99744593,-0.0681708,0.0371369 
89,89,111.6092698,-0.0005889,1.016485362,300.7497879,-4.5337668,0.002493805,-0.368274975,0.929716915,0.511289905,-0.859408304,-0.987301715,-0.073754,0.0490655 
90,91,112.5626434,-0.0006008,1.016441122,314.6368152,-4.961145,0.002524747,-0.383693312,0.92346058,0.702610418,-0.711574733,-0.926698134,-0.0794794,0.0573951 
88,89,113.5161392,-0.0006042,1.016393505,328.1612323,-5.0966727,0.002559233,-0.399007373,0.916947717,0.849535948,-0.527530733,-0.822689208,-0.0854639,0.0612429 
82,85,114.4697807,-0.0005991,1.016342338,341.2970362,-4.9562224,0.00259456,-0.414213248,0.910179864,0.947193692,-0.320661988,-0.684200259,-0.091787,0.0603064 
74,78,115.423588,-0.0005859,1.016287409,354.0531243,-4.5700466,0.002628011,-0.42930699,0.903158629,0.994618386,-0.103606304,-0.520569552,-0.0984932,0.0548297 
64,69,116.3775779,-0.0005655,1.016228491,6.4689991,-3.975689,0.002657142,-0.444284618,0.895885695,0.993632961,0.112665608,-0.340520334,-0.1056002,0.0454891 
54,59,117.3317641,-0.0005389,1.016165353,18.6076284,-3.212829,0.002679992,-0.459142123,0.888362826,0.947725935,0.319085493,-0.151677207,-0.1131077,0.0332506 
45,49,118.2861575,-0.0005073,1.016097766,30.5476096,-2.320515,0.002695204,-0.473875474,0.880591866,0.861207127,0.508254153,0.039459538,-0.1210054,0.0192355 
38,41,119.2407669,-0.0004721,1.016025508,42.3759194,-1.336457,0.002702091,-0.488480634,0.872574736,0.738738675,0.673991966,0.227248825,-0.1292784,0.0046087 
36,36,120.1955987,-0.0004348,1.015948368,54.1816586,-0.2977291,0.002700626,-0.502953554,0.86431344,0.585217281,0.810876522,0.406514365,-0.1379089,-0.0095108 
37,37,121.1506574,-0.000397,1.015866145,66.0506499,0.7578052,0.002691397,-0.517290186,0.855810063,0.405928903,0.913904659,0.572145766,-0.1468768,-0.0221246 
42,42,122.1059453,-0.0003601,1.015778651,78.0605454,1.7899854,0.002675519,-0.531486478,0.847066776,0.20687795,0.978366758,0.718789143,-0.1561571,-0.0324208 
51,51,123.0614626,-0.0003259,1.015685715,90.2761942,2.7553633,0.002654507,-0.545538384,0.838085838,-0.004820479,0.999988381,0.840705857,-0.1657157,-0.0398349 
60,60,124.0172073,-0.0002957,1.015587188,102.7453328,3.6073022,0.002630117,-0.559441858,0.828869596,-0.220617985,0.975360295,0.931869429,-0.1755055,-0.0440994 
69,69,124.973175,-0.000271,1.015482957,115.4950936,4.2976359,0.002604167,-0.573192859,0.819420494,-0.430433804,0.902622147,0.986348669,-0.1854617,-0.0452711 
77,77,125.9293592,-0.000253,1.015372946,128.5302224,4.780081,0.002578351,-0.586787357,0.809741068,-0.62292736,0.782279684,0.998969886,-0.1954992,-0.0437189 
83,83,126.885752,-0.0002426,1.01525714,141.8340054,5.0151036,0.002554074,-0.600221346,0.799833943,-0.786223784,0.617941876,0.966159184,-0.2055135,-0.0400594 
86,86,127.8423441,-0.0002404,1.015135586,155.3724896,4.9753586,0.00253234,-0.613490846,0.789701831,-0.909036128,0.416717311,0.886767767,-0.2153842,-0.0350384 
87,87,128.7991266,-0.0002464,1.015008403,169.1015965,4.6504254,0.002513722,-0.626591931,0.779347517,-0.981963981,0.189068081,0.762640447,-0.2249837,-0.0293767 
85,86,129.7560914,-0.0002602,1.014875785,182.9755361,4.0496536,0.002498421,-0.639520738,0.768773846,-0.99865179,-0.051909561,0.598751817,-0.234187,-0.0236185 
79,82,130.7132326,-0.0002809,1.014737992,196.9541595,3.202542,0.002486404,-0.652273479,0.757983712,-0.956538367,-0.291606503,0.402891629,-0.2428823,-0.0180235 
71,76,131.6705477,-0.0003071,1.014595347,211.0070399,2.1568626,0.002477577,-0.664846465,0.746980038,-0.857104012,-0.515143391,0.185040743,-0.2509812,-0.01254 
62,66,132.6280379,-0.0003369,1.014448211,225.1131239,0.9752448,0.002471954,-0.6772361,0.735765767,-0.705709303,-0.708501503,-0.043359335,-0.2584261,-0.0068686 
54,58,133.5857095,-0.0003683,1.01429697,239.2562426,-0.269114,0.002469758,-0.689438902,0.724343841,-0.511199447,-0.859462114,-0.270105303,-0.2651957,-0.0006033 
51,52,134.5435733,-0.0003992,1.014142011,253.4180721,-1.4973722,0.002471436,-0.701451487,0.712717203,-0.285386081,-0.958412638,-0.482892684,-0.271308,0.0065856 
53,53,135.501645,-0.0004273,1.013983699,267.5709563,-2.6307397,0.002477561,-0.713270572,0.700888786,-0.042382112,-0.999101475,-0.670029107,-0.2768204,0.0147801 
60,60,136.4599446,-0.0004507,1.013822355,281.6732268,-3.5970016,0.002488652,-0.724892966,0.688861516,0.202329702,-0.979317462,-0.821281489,-0.2818266,0.023702 
71,71,137.4184953,-0.0004677,1.013658236,295.6691326,-4.3373276,0.002504958,-0.736315547,0.676638319,0.433173577,-0.901310519,-0.928813675,-0.2864478,0.0327012 
81,81,138.3773228,-0.0004772,1.013491527,309.4941452,-4.8120633,0.002526264,-0.747535255,0.664222133,0.635999368,-0.771689577,-0.988005247,-0.2908208,0.0408507 
88,88,139.3364532,-0.0004785,1.013322331,323.0845084,-5.0039095,0.002551783,-0.758549066,0.651615925,0.799522288,-0.600636422,-0.997861143,-0.2950834,0.047123 
92,92,140.2959123,-0.0004714,1.013150675,336.3882731,-4.9174902,0.002580153,-0.769353981,0.638822708,0.91628077,-0.400536579,-0.96081612,-0.2993607,0.0505914 
91,92,141.2557245,-0.0004562,1.012976518,349.3746036,-4.5755475,0.00260955,-0.779947016,0.62584555,0.982853716,-0.184387019,-0.881971619,-0.3037558,0.0505986 
87,90,142.2159117,-0.0004337,1.01279977,2.0391011,-4.0131516,0.002637873,-0.790325193,0.612687595,0.999366777,0.035581516,-0.768024388,-0.3083457,0.0468572 
80,84,143.1764932,-0.0004048,1.012620301,14.4046085,-3.2717308,0.002662968,-0.800485542,0.599352065,0.968563155,0.248767793,-0.626221311,-0.3131827,0.0394725 
70,75,144.1374856,-0.0003708,1.012437959,26.5184114,-2.394344,0.00268285,-0.810425099,0.585842264,0.894790934,0.446485368,-0.463591033,-0.318299,0.0289079 
59,64,145.098903,-0.0003331,1.012252578,38.4473508,-1.422862,0.002695888,-0.820140921,0.572161576,0.783179856,0.621795234,-0.286550508,-0.3237123,0.0159159 
47,53,146.060757,-0.0002932,1.012063981,50.2721775,-0.3970284,0.00270095,-0.82963008,0.55831347,0.639141358,0.769089282,-0.10085799,-0.3294319,0.0014585 
36,41,147.023057,-0.0002526,1.011871992,62.0818899,0.6450243,0.0026975,-0.838889674,0.544301493,0.468209132,0.883617682,0.088178617,-0.3354625,-0.0133721 
29,32,147.9858101,-0.0002128,1.01167643,73.9682065,1.6653831,0.002685654,-0.84791683,0.530129276,0.276170719,0.961108596,0.275342004,-0.341806,-0.0274297 
29,28,148.9490212,-0.0001754,1.011477113,86.0199206,2.6246959,0.002666185,-0.856708707,0.515800534,0.069409636,0.997588243,0.455092708,-0.3484619,-0.0395933 
34,34,149.9126931,-0.000142,1.011273863,98.316762,3.4808834,0.002640484,-0.865262502,0.501319062,-0.144645683,0.989483515,0.621203433,-0.3554237,-0.0488538 
46,46,150.8768255,-0.0001139,1.011066509,110.9225894,4.1889157,0.002610472,-0.873575443,0.486688756,-0.35710629,0.934063754,0.766557613,-0.3626742,-0.0544149 
59,59,151.8414154,-0.0000923,1.010854891,123.8782722,4.7023714,0.00257844,-0.881644798,0.471913604,-0.55743031,0.830223734,0.883249408,-0.3701784,-0.0558019 
72,72,152.8064567,-0.0000783,1.010638879,137.1954358,4.977305,0.002546836,-0.889467878,0.456997695,-0.733675738,0.679499751,0.963110822,-0.3778763,-0.0529611 
84,84,153.7719403,-0.0000725,1.010418387,150.8530345,4.9783655,0.002518002,-0.897042042,0.441945218,-0.873373279,0.48705145,0.998702609,-0.3856781,-0.0463171 
93,93,154.7378546,-0.0000751,1.010193387,164.7988962,4.6861132,0.0024939,-0.904364702,0.426760454,-0.965011443,0.26220777,0.984622193,-0.3934633,-0.0367491 
99,98,155.7041861,-0.0000858,1.00996393,178.9573565,4.1034582,0.002475884,-0.91143334,0.411447769,-0.999834429,0.018196558,0.918769366,-0.4010875,-0.0254611 
100,100,156.6709212,-0.0001036,1.009730153,193.24189,3.2588305,0.002464568,-0.918245515,0.396011582,-0.973411691,-0.22906261,0.803119473,-0.4083961,-0.0137592 
96,99,157.6380475,-0.0001272,1.009492282,207.5693167,2.204622,0.002459846,-0.924798881,0.380456344,-0.886451559,-0.462821385,0.643706078,-0.4152419,-0.0027933 
88,93,158.6055553,-0.0001547,1.009250621,221.871255,1.0112722,0.002461046,-0.931091189,0.364786509,-0.744646501,-0.667459054,0.449853738,-0.421502,0.0066559 
75,82,159.5734388,-0.0001839,1.009005536,236.0996885,-0.2410236,0.00246718,-0.937120298,0.349006515,-0.557749621,-0.830009253,0.232999854,-0.42709,0.0142762 
60,68,160.5416968,-0.0002127,1.008757429,250.2260044,-1.470624,0.002477207,-0.942884168,0.333120767,-0.338310855,-0.941034412,0.005509844,-0.4319617,0.020188 
47,53,161.510333,-0.0002388,1.008506717,264.2351501,-2.6012219,0.002490251,-0.948380864,0.317133626,-0.100445934,-0.994942518,-0.220268727,-0.4361143,0.0248011 
43,44,162.4793558,-0.0002603,1.008253807,278.1176973,-3.5667409,0.002505705,-0.953608542,0.301049413,0.14120702,-0.989980089,-0.432689145,-0.4395821,0.0286192 
46,46,163.448778,-0.0002757,1.007999077,291.8626078,-4.3147519,0.002523239,-0.958565444,0.284872409,0.372382181,-0.928079474,-0.621336927,-0.4424303,0.0320509 
57,57,164.4186157,-0.0002836,1.00774286,305.4527833,-4.8088821,0.002542692,-0.963249889,0.26860687,0.580031857,-0.814593792,-0.77752111,-0.4447478,0.0352734 
70,70,165.3888877,-0.0002835,1.007485432,318.8644425,-5.0303051,0.002563925,-0.967660264,0.252257037,0.753155283,-0.657842777,-0.89474391,-0.4466391,0.0381742 
81,81,166.3596146,-0.000275,1.007227009,332.070216,-4.9780117,0.002586655,-0.971795017,0.235827149,0.883522267,-0.468389158,-0.969061417,-0.4482166,0.0403756 
89,89,167.3308177,-0.0002583,1.006967738,345.0448095,-4.6674946,0.002610323,-0.975652652,0.219321461,0.966127946,-0.258063541,-0.999204166,-0.449592,0.0413257 
93,93,168.3025181,-0.0002342,1.006707705,357.7714733,-4.1278149,0.002634034,-0.979231722,0.202744259,0.99924368,-0.038885322,-0.986374885,-0.4508692,0.040428 
93,93,169.2747358,-0.0002036,1.006446941,10.2475391,-3.3975253,0.002656566,-0.982530833,0.186099874,0.98404834,0.17790128,-0.933750429,-0.4521387,0.0371743 
89,91,170.2474894,-0.0001676,1.006185428,22.4878802,-2.5203011,0.002676457,-0.985548638,0.169392689,0.923960461,0.382487995,-0.845817303,-0.453475,0.0312527 
82,86,171.2207957,-0.0001278,1.00592311,34.5259764,-1.5411667,0.00269214,-0.988283843,0.152627145,0.82386931,0.566779816,-0.727710743,-0.4549364,0.022616 
73,78,172.1946692,-0.0000856,1.0056599,46.4129237,-0.5039296,0.002702102,-0.990735209,0.135807751,0.689456181,0.724327394,-0.584699239,-0.4565673,0.0115079 
61,67,173.1691225,-0.0000425,1.005395691,58.215014,0.5499661,0.002705056,-0.992901554,0.118939074,0.526733068,0.850030749,-0.421892212,-0.4584019,-0.0015436 
49,55,174.1441661,-3.00E-07,1.005130357,70.010429,1.5813071,0.002700094,-0.994781759,0.102025746,0.341849094,0.93975486,-0.244186053,-0.4604673,-0.015756 
36,43,175.1198084,0.0000396,1.004863758,81.8853032,2.5520676,0.002686824,-0.996374767,0.08507246,0.141155176,0.989987483,-0.056422785,-0.4627874,-0.0301371 
26,30,176.0960557,0.0000757,1.00459574,93.9290684,3.4239455,0.002665473,-0.997679594,0.068083972,-0.068521446,0.997649644,0.136286399,-0.4653844,-0.0435423 
24,24,177.072912,0.0001066,1.004326137,106.2287338,4.1570689,0.002636957,-0.998695327,0.051065104,-0.279472658,0.960153651,0.328138383,-0.4682778,-0.05475 
30,30,178.0503787,0.000131,1.004054774,118.8617099,4.7095788,0.002602892,-0.999421127,0.034020745,-0.482697213,0.875787303,0.512212729,-0.4714823,-0.062564 
44,44,179.0284541,0.0001479,1.003781469,131.8870756,5.0389154,0.002565549,-0.999856239,0.016955862,-0.667664642,0.744462173,0.680191656,-0.4750002,-0.065952 
60,60,180.0071332,0.0001564,1.003506046,145.3359626,5.1055948,0.002527706,-0.999999992,-0.000124498,-0.822501196,0.56876338,0.82243038,-0.4788127,-0.0642196 
77,77,180.9864067,0.0001562,1.003228347,159.202917,4.8797964,0.002492396,-0.999851808,-0.017215194,-0.934843754,0.355059369,0.928592801,-0.4828687,-0.0571985 
91,91,181.9662615,0.0001476,1.002948256,173.4412585,4.349946,0.002462564,-0.999411204,-0.034311001,-0.993455274,0.114221796,0.988951267,-0.4870759,-0.0453932 
102,102,182.9466811,0.0001311,1.002665724,187.9655922,3.5308634,0.002440656,-0.998677806,-0.051406619,-0.990351468,-0.138578391,0.996165877,-0.4912993,-0.0300109 
108,108,183.9276465,0.0001081,1.002380787,202.6628603,2.4679164,0.002428251,-0.997651344,-0.068496688,-0.922788044,-0.385307963,0.947013051,-0.4953701,-0.0128085 
108,109,184.9091379,0.0000806,1.002093588,217.4098881,1.2342895,0.00242583,-0.996331661,-0.085575826,-0.794309788,-0.607512931,0.843384411,-0.4991066,0.0042391 
102,106,185.8911373,0.0000508,1.001804368,232.09225,-0.0787171,0.002432772,-0.994718706,-0.102638672,-0.614391928,-0.789000988,0.692129157,-0.5023409,0.0193546 
90,97,186.8736296,0.0000211,1.001513458,246.6187019,-1.3751428,0.002447574,-0.99281253,-0.119679909,-0.396848305,-0.91788421,0.503848269,-0.5049418,0.0313066 
73,82,187.8566044,-0.0000061,1.001221249,260.927792,-2.5669516,0.002468223,-0.990613279,-0.136694299,-0.157679092,-0.987490407,0.291183311,-0.5068281,0.039573 
56,64,188.8400562,-0.0000288,1.000928166,274.9867631,-3.5824353,0.002492603,-0.988121186,-0.153676682,0.086925592,-0.996214807,0.067201967,-0.5079692,0.0442939 
42,48,189.8239845,-0.0000451,1.000634637,288.7853211,-4.3697248,0.002518825,-0.985336561,-0.170621984,0.322023158,-0.946731792,-0.155767934,-0.508378,0.0460758 
40,40,190.8083935,-0.000054,1.000341073,302.3274979,-4.8966798,0.002545423,-0.98225979,-0.187525212,0.534757953,-0.845005285,-0.36681144,-0.5080995,0.0457393 
45,45,191.7932907,-0.0000547,1.000047852,315.6241802,-5.1489809,0.002571411,-0.978891328,-0.204381426,0.714767891,-0.699361754,-0.556743538,-0.5072008,0.0440876 
57,57,192.7786866,-0.0000469,0.999755311,328.6877974,-5.1277685,0.00259622,-0.9752317,-0.221185737,0.854348166,-0.519701079,-0.718236948,-0.5057622,0.0417386 
70,70,193.7645942,-0.0000307,0.999463735,341.5296767,-4.8473983,0.00261956,-0.971281496,-0.237933302,0.948487878,-0.316813424,-0.845868261,-0.503872,0.0390342 
80,80,194.7510274,-0.0000069,0.999173359,354.1598748,-4.3333099,0.002641253,-0.967041373,-0.254619289,0.994809693,-0.101753004,-0.936113855,-0.5016215,0.0360243 
87,87,195.7380012,0.0000238,0.998884365,6.5888605,-3.6197902,0.002661077,-0.96251206,-0.271238888,0.993395093,0.114744016,-0.987277797,-0.4991012,0.032512 
90,90,196.7255305,0.00006,0.998596884,18.8302279,-2.7474934,0.002678644,-0.957694354,-0.287787289,0.946479109,0.32276508,-0.999325386,-0.496398,0.0281414 
90,90,197.7136302,0.0001005,0.998310997,30.9036312,-1.7608039,0.00269334,-0.952589127,-0.304259683,0.858032358,0.513595632,-0.973618739,-0.4935924,0.0225068 
87,87,198.7023138,0.0001436,0.998026743,42.837302,-0.7053253,0.00270433,-0.94719733,-0.320651242,0.733287364,0.67991885,-0.912584656,-0.4907562,0.015264 
81,83,199.691594,0.0001877,0.99774412,54.6697631,0.3741478,0.002710623,-0.941519991,-0.336957129,0.578288247,0.815832522,-0.81937053,-0.4879525,0.0062247 
72,77,200.6814819,0.0002313,0.997463094,66.4505764,1.4348928,0.002711179,-0.935558226,-0.353172488,0.399539981,0.91671577,-0.697551705,-0.4852361,-0.004574 
62,67,201.6719873,0.0002727,0.997183599,78.24011,2.4366493,0.002705058,-0.929313235,-0.369292447,0.203810744,0.979010307,-0.550945134,-0.4826548,-0.0168285 
51,57,202.6631179,0.0003104,0.996905546,90.1083197,3.341232,0.002691573,-0.922786311,-0.385312112,-0.001890534,0.999998213,-0.383566864,-0.4802524,-0.0299542 
39,45,203.6548798,0.000343,0.996628819,102.1324515,4.1116482,0.002670456,-0.915978842,-0.401226571,-0.210172332,0.977664355,-0.199751508,-0.4780702,-0.0430959 
29,33,204.6472773,0.0003692,0.996353279,114.3934115,4.7111694,0.002642004,-0.908892308,-0.417030902,-0.412999707,0.910731158,-0.00443078,-0.4761489,-0.0551617 
27,26,205.6403122,0.000388,0.996078763,126.9704166,5.1029707,0.002607195,-0.901528296,-0.432720154,-0.601402585,0.798946137,0.196461353,-0.4745279,-0.0648889 
33,30,206.6339837,0.0003984,0.995805089,139.933545,5.2511131,0.002567764,-0.893888501,-0.448289356,-0.765298385,0.64367568,0.39553847,-0.4732419,-0.0709537 
44,44,207.6282876,0.0004001,0.995532054,153.3341468,5.1237091,0.002526186,-0.885974737,-0.463733508,-0.893639012,0.448786493,0.583624254,-0.4723135,-0.07214 
61,61,208.6232158,0.0003928,0.995259452,167.1939135,4.6988663,0.002485554,-0.877788941,-0.47904757,-0.975125814,0.221652086,0.749772762,-0.4717418,-0.0675723 
78,78,209.6187556,0.0003772,0.994987085,181.4947422,3.9730937,0.002449302,-0.869333193,-0.494226467,-0.999659723,-0.026085214,0.881929381,-0.4714875,-0.0569882 
93,93,210.6148894,0.0003542,0.994714794,196.1728614,2.9701762,0.002420781,-0.860609714,-0.509265079,-0.960425724,-0.278536224,0.96840048,-0.4714606,-0.0409741 
105,105,211.6115951,0.0003256,0.994442486,211.1209484,1.7466694,0.002402733,-0.851620876,-0.524158261,-0.856078173,-0.516846361,0.999963334,-0.4715166,-0.0210452 
110,110,212.6088476,0.0002936,0.994170167,226.2001106,0.3897857,0.002396793,-0.84236919,-0.53890087,-0.692141781,-0.721761564,0.971996846,-0.4714685,0.0005405 
109,110,213.6066208,0.0002607,0.993897954,241.2598182,-0.9939815,0.002403184,-0.832857288,-0.553487794,-0.480838526,-0.876809165,0.885773041,-0.4711139,0.021237 
101,106,214.6048901,0.0002296,0.993626079,256.1602234,-2.296379,0.002420714,-0.823087901,-0.567913996,-0.239207593,-0.970968448,0.748315447,-0.4702693,0.0387839 
88,95,215.6036343,0.0002028,0.993354868,270.7902798,-3.424469,0.002447083,-0.813063835,-0.582174544,0.013792547,-0.999904878,0.570904946,-0.4687982,0.0516699 
71,80,216.6028371,0.000182,0.993084708,285.0773453,-4.3113874,0.002479389,-0.802787951,-0.596264627,0.260122741,-0.965575559,0.366915148,-0.466623,0.059322 
55,63,217.6024874,0.0001689,0.992816014,298.9877445,-4.9189509,0.002514653,-0.792263154,-0.610179559,0.484622529,-0.874723387,0.149789758,-0.4637218,0.0620127 
43,48,218.6025793,0.0001643,0.992549201,312.5207282,-5.2341676,0.002550234,-0.781492386,-0.623914778,0.675856892,-0.737032877,-0.068331312,-0.4601148,0.0605943 
42,42,219.6031105,0.0001684,0.992284663,325.6992898,-5.2631513,0.002584078,-0.770478637,-0.637465819,0.826091309,-0.563536289,-0.277250584,-0.4558501,0.0561916 
46,46,220.6040825,0.0001811,0.992022764,338.560767,-5.0252127,0.002614792,-0.759224936,-0.650828316,0.93080575,-0.365514235,-0.468803922,-0.4509906,0.049939 
55,55,221.6054991,0.0002018,0.991763827,351.1490084,-4.5484319,0.002641598,-0.747734365,-0.663997981,0.988091837,-0.15386527,-0.636663994,-0.4456065,0.0427983 
65,65,222.607366,0.0002297,0.991508132,3.5088298,-3.8668378,0.002664195,-0.736010061,-0.676970597,0.998125378,0.06120236,-0.776062519,-0.439771,0.0354558 
74,74,223.6096903,0.0002634,0.991255921,15.6827997,-3.0187355,0.002682591,-0.724055217,-0.689742011,0.962772938,0.270311432,-0.883545919,-0.433558,0.0282865 
80,80,224.61248,0.0003017,0.991007389,27.7100404,-2.0455938,0.002696921,-0.711873088,-0.702308128,0.885312154,0.464997193,-0.956801205,-0.4270416,0.0213711 
82,82,225.6157437,0.0003431,0.990762691,39.6265907,-0.9910406,0.002707297,-0.699466992,-0.714664906,0.770217334,0.637781513,-0.994541666,-0.4202954,0.0145539 
83,83,226.6194902,0.0003858,0.990521938,51.4668507,0.100255,0.002713692,-0.686840313,-0.726808354,0.622967322,0.782247861,-0.996423351,-0.4133918,0.0075281 
81,81,227.6237278,0.0004283,0.9902852,63.2656371,1.1838042,0.002715884,-0.673996515,-0.738734525,0.449854713,0.893101751,-0.962965606,-0.4064008,-0.0000615 
77,78,228.6284645,0.000469,0.99005251,75.0604178,2.2164614,0.002713454,-0.660939129,-0.750439516,0.257800343,0.966198211,-0.895463652,-0.3993896,-0.0085144 
71,74,229.6337077,0.0005061,0.989823858,86.8933359,3.1573182,0.002705853,-0.647671768,-0.761919471,0.054194953,0.998530374,-0.795900275,-0.392422,-0.0179781 
63,67,230.6394635,0.0005384,0.989599204,98.8126776,3.9681855,0.002692508,-0.634198129,-0.773170572,-0.153204494,0.988194507,-0.666880909,-0.3855587,-0.028372 
54,59,231.6457367,0.0005645,0.989378469,110.873459,4.613669,0.002672972,-0.620521994,-0.784189043,-0.356305212,0.934369625,-0.511627201,-0.3788583,-0.0393344 
45,49,232.6525309,0.0005834,0.989161544,123.136801,5.0610412,0.002647094,-0.606647236,-0.794971151,-0.546639914,0.837367783,-0.334065638,-0.3723784,-0.0501995 
37,41,233.6598476,0.0005941,0.988948283,135.6677175,5.2803162,0.002615194,-0.592577821,-0.805513207,-0.715299108,0.698818422,-0.139037081,-0.3661764,-0.060008 
34,34,234.6676863,0.0005962,0.98873851,148.5308964,5.2451219,0.002578219,-0.578317818,-0.81581156,-0.852921795,0.522038708,0.067374659,-0.3603086,-0.0675602 
38,36,235.6760438,0.0005894,0.988532017,161.7840993,4.9350691,0.002537853,-0.563871403,-0.825862604,-0.949885336,0.312598542,0.277449731,-0.3548265,-0.071527 
46,46,236.6849132,0.000574,0.988328569,175.4690835,4.3402173,0.002496543,-0.549242879,-0.835662767,-0.996874852,0.078997016,0.481511549,-0.3497694,-0.0706371 
60,60,237.6942835,0.0005507,0.988127915,189.60066,3.4676759,0.002457389,-0.53443668,-0.845208516,-0.985994116,-0.166780105,0.667915386,-0.3451507,-0.0639453 
75,75,238.7041387,0.000521,0.987929807,204.1557223,2.3491426,0.002423866,-0.51945739,-0.854496355,-0.912436629,-0.409218033,0.823647267,-0.3409427,-0.0511549 
89,89,239.7144573,0.0004867,0.98773403,219.0655375,1.0464189,0.002399362,-0.504309749,-0.863522829,-0.776425608,-0.630208914,0.935758788,-0.3370612,-0.0329025 
99,99,240.7252128,0.0004503,0.987540434,234.2154238,-0.3492767,0.002386597,-0.488998653,-0.872284539,-0.584739319,-0.811221258,0.9935525,-0.3333615,-0.0108609 
104,104,241.736375,0.0004143,0.987348967,249.4549095,-1.7272403,0.002387068,-0.473529131,-0.880778157,-0.350944413,-0.936396294,0.990939805,-0.3296511,0.0124733 
104,104,242.7479125,0.0003816,0.987159697,264.6180069,-2.9752338,0.002400713,-0.457906305,-0.889000459,-0.093795424,-0.995591492,0.928030809,-0.3257202,0.034303 
97,100,243.7597949,0.0003544,0.986972808,279.5486339,-3.9991722,0.002425926,-0.44213536,-0.896948339,0.165884727,-0.98614515,0.811177751,-0.3213796,0.0521805 
87,92,244.7719956,0.0003345,0.986788579,294.1234214,-4.7367485,0.002459915,-0.426221492,-0.904618837,0.408703575,-0.912667183,0.651417678,-0.3164896,0.0645116 
73,80,245.7844924,0.0003232,0.986607353,308.2653534,-5.1608583,0.002499268,-0.410169892,-0.912009134,0.619304366,-0.785151006,0.462044883,-0.3109719,0.0707412 
60,66,246.7972686,0.0003208,0.986429502,321.946066,-5.27429,0.002540526,-0.393985726,-0.919116558,0.787430866,-0.616402977,0.256309661,-0.3048036,0.0712314 
50,54,247.810312,0.0003273,0.986255398,335.1790994,-5.1003692,0.002580638,-0.377674144,-0.925938573,0.907624409,-0.419783197,0.045907183,-0.2980021,0.0669677 
45,47,248.8236144,0.0003422,0.986085395,348.0084978,-4.6739221,0.002617221,-0.361240283,-0.932472765,0.978178426,-0.207766615,-0.159620742,-0.2906091,0.0592382 
46,45,249.8371709,0.0003645,0.98591982,0.4967551,-4.0348183,0.00264866,-0.344689275,-0.938716839,0.999962416,0.008669903,-0.352814904,-0.2826781,0.0493699 
49,49,250.8509787,0.0003931,0.985758967,12.7145152,-3.224415,0.002674071,-0.328026261,-0.944668604,0.975478817,0.220093337,-0.527897935,-0.2742671,0.0385474 
55,55,251.8650372,0.0004265,0.985603096,24.7329155,-2.2842026,0.002693188,-0.311256392,-0.950325975,0.90826797,0.418388928,-0.680310077,-0.2654346,0.0277065 
61,61,252.8793473,0.0004633,0.985452434,36.6185323,-1.2557031,0.002706198,-0.294384829,-0.955686964,0.802624584,0.596484515,-0.806332976,-0.2562398,0.017484 
67,67,253.8939109,0.0005018,0.985307172,48.4305211,-0.1807976,0.002713569,-0.277416758,-0.960749677,0.663527771,0.748151654,-0.902860183,-0.2467428,0.0082101 
71,71,254.908731,0.0005405,0.985167468,60.2195057,0.8980833,0.002715876,-0.260357382,-0.965512317,0.496678511,0.867934592,-0.967315456,-0.2370058,-0.0000649 
